Africa	n.非洲
coarctate	[kə;u'ɑ;:kteit] adj.压在一起的,身体包在干壳[茧]中的
coarse	[kɔ;:s] adj.粗糙的,粗鄙的
coarsen	['kɔ;:sn] v.(使)变粗糙
coarseness	['kɔ;:snis] n.粗糙,劣等,粗劣的
coast	[kə;ust] n.海岸,滑坡v.沿海岸而行
coastal	['kə;ustə;l] adj.海岸的,沿海的
coaster	['kə;ustə;] n.近海贸易货船
coastline	['kə;ustlain] n.海岸线
coastward	['kə;ustwə;d] adv.向海岸地,朝着海岸地adj.向海岸的,
coastwise	['kə;ustwaiz] adv.沿着海岸,沿岸adj.近海的,沿岸的
coat	[kə;ut] n.外套,(动物的)皮毛,(植物的)表皮,(漆等的)层,涂层vt.涂上,包上
coati	[kə;u'ɑ;:ti] n.(中南美洲所产的)长鼻浣熊
coating	['kə;utiŋ;] n.被覆,衣料
coattail	['kə;utteil] n.(男)上衣后摆,燕尾
coauthor	[kə;u'ɔ;:θ;ə;] n.合著者,共同执笔者vt.合著
coax	[kə;uks] v.哄,耐心使...
coaxial	[kə;u'æ;ksiə;l] adj.同轴的,共轴的
cob	[kɔ;b] n.圆块vt.捣碎
cobalt	[kə;u'bɔ;:lt] n.[化]钴(符号为Co),钴类颜料,由钴制的深
cobaltite	[kə;'bɔ;:ltait] n.[矿]辉钴矿
cobber	['kɔ;bə;] n.<澳>好友(指男子而言),合伙人
cobble	['kɔ;bl] n.圆石,鹅卵石v.修,拙劣地修补
cobbler	['kɔ;blə;] n.皮匠,补鞋匠,工匠
cobblestone	['kɔ;blstə;un] n.圆石,鹅卵石
cobby	adj.如小马(cob)的
cobelligerent	[,kə;ubi'lidʒ;ə;rə;nt] n.战时盟国
cobia	['kə;ubiə;] n.[鱼]军曹鱼(产于热带海洋,可供食用)
coble	n.平底小渔船(=cobble)
cobnut	['kɔ;bnʌ;t] n.大榛子,玩榛子的儿童游戏
cobra	['kə;ubrə;] n.眼镜蛇(亚洲南部及非洲所产的一种毒蛇,长约四英尺,怒时头颈能胀大如帽状)
cobweb	['kɔ;bweb] n.蜘蛛网,蛛丝
cobwebby	['kɔ;b,webi] adj.蛛网似的,蛛网密布的
coca	['kə;ukə;] n.[植]古柯(南美及西印度群岛所产的一种药
cocaine	[kə;u'kein] n.古柯碱,可卡因
cocainism	[kə;u'keinizə;m] n.古柯碱瘾,古柯碱中毒
cocainize	[kə;u,keinaiz] vt.用古柯碱使其麻醉
coccidioidomycosis	n.[医]球孢子菌病
coccidiosis	[kɔ;k,sidi'ə;usis] n.[医]球虫病
coccidium	n.[动]双孢子球虫,二联等孢子球虫(属球虫
coccoid	adj.球菌样的,球菌状的
coccus	['kɔ;kə;s] n.[植]小干果,[生物]球菌
coccygeal	[kɔ;k'sidʒ;iə;l] adj.尾骨的
coccyx	['kɔ;ksiks] n.[解剖]尾骨
cochineal	['kɔ;tʃ;ini:l] n.胭脂虫(由胭脂虫制成的)洋红
cochlea	['kɔ;kliə;] n.[解剖]耳蜗
cochleate	['kɔ;klieit] adj.[动]状如蜗牛壳的,螺旋形的
cock	[kɔ;k] n.公鸡,雄鸟,头目,(水)龙头,<俚>阴茎v
cockade	[kɔ;'keid] n.帽章
cockalorum	[,kɔ;kə;'lɔ;:rə;m] n.小公鸡,自负的人(尤指自命不凡的小人物)
cockatoo	[,kɔ;kə;'tu:] n.美冠鹦鹉(产于澳洲及东印度群岛等地)
cockatrice	['kɔ;kə;trais] n.传说中的一种毒蛇(由蛇孵公鸡所生,有蛤视
cockcrow	['kɔ;k,krə;u] n.黎明,破晓
cocked	adj.竖起的
cocker	['kɔ;kə;] vt.娇养,溺爱,放纵n.西班牙长耳猎犬,喜
cockerel	['kɔ;kə;rə;l] n.小公鸡,好斗的年轻人
cockeye	['kɔ;kai] adj.喝醉的,扭曲的n.斜视
cockiness	['kɔ;kinis] n.骄傲自大
cockle	['kɔ;kl] n.[动]海扇类,海扇壳,小舟,[植]麦仙翁v
cocklebur	['kɔ;kl,bə;:] n.苍耳属植物
cockleshell	['kɔ;klʃ;el] n.海扇,海扇壳,鸟蛤壳,小船,小划艇
cockloft	['kɔ;k,lɔ;:ft] n.顶楼,阁楼
cockney	['kɔ;kni] n.伦敦人(出生于伦敦东区者),伦敦话,伦敦
cockneyfy	v.使具有伦敦人的特性
cockpit	['kɔ;kpit] n.驾驶员座舱,战场
cockroach	['kɔ;krə;utʃ;] n.蟑螂
cockscomb	['kɔ;kskə;um] n.鸡冠,鸡冠花,鸡冠帽
cockshut	['kɔ;kʃ;ʌ;t] n.<英方>黄昏,暮色
cocksure	['kɔ;kʃ;uə;] adj.绝对可靠的,深信的,独断的
cocktail	['kɔ;kteil] n.鸡尾酒,(第一道用杯盛的)开味食品adj.鸡尾酒的
cocky	['kɔ;ki] adj.骄傲的,自大的,过于自信的
coco	['kə;ukə;u] n.椰子树
cocoa	['kə;ukə;u] n.可可粉,可可饮料,可可豆
coconscious	adj.共存意识的
coconut	['kə;ukə;nʌ;t] n.椰子
cocoon	[kə;'ku:n] n.茧
cocotte	[kə;'kɔ;t] n.水性杨花的女人,妓女
cod	[kɔ;d] n.鳕cashondelivery[商]货到付款
coda	['kə;udə;] n.乐章结尾部,完结部,终结句
coddle	['kɔ;dl] vt.娇养,溺爱,煮蛋n.娇生惯养的人,身体
code	[kə;ud] n.代码,代号,密码,编码v.编码
codeclination	n.[海](天文导航学用语)余赤纬
coded	['kə;udid] 电码的；编码的
codefendant	[,kə;udi'fendə;nt] n.共同被告
codeine	['kə;udi:n] n.[药]可待因(自鸦片中提取的碱质),用以镇
coder	n.编码器n.编码器,编码装置
codex	['kə;udeks] n.(圣书、古代典籍的)抄本,法律,规则,药
codfish	['kɔ;dfiʃ;] n.鳕
codger	['kɔ;dʒ;ə;] n.<俗>怪(老)人,有怪癖的(老)人
codicil	['kɔ;disil] n.遗嘱的附录，附加条款
codicillary	['kɔ;di'silə;ri] adj.[律]遗嘱附录的
codification	[kɔ;difə;'keiʃ;ə;n] n.法典编纂,法律成文化
codify	['kɔ;difai] vt.编成法典,使法律成文化
coding	['kə;udiŋ;] n.译码
codling	['kɔ;dliŋ;] n.未熟的小苹果,幼鳕
codpiece	['kɔ;dpi:s] n.男裤前面的褶
coed	['kə;u'ed] n.男女合校大学中的女生adj.男女同学的,男女兼收的,对男女都开放的
coeducation	['kə;u,edju'keiʃ;ə;n] n.男女同校
coefficient	[,kə;ui'fiʃ;ə;nt] n.[数]系数
coelacanth	['si:lə;kæ;nθ;] n.[动]腔棘鱼adj.腔棘鱼类的
coelenterate	[si'lentə;reit] n.[动]腔肠动物adj.腔肠动物的
coelenteron	[si'lentə;rɔ;n] n.[动]腔肠动物的腔肠体
coeliac	['si:liæ;k] adj.腹的,下腹的
coelom	['si:lə;m] n.体腔
coenobite	['senə;bait] n.修道士
coenocyte	['si:nə;sait] n.[生]多核细胞,多核体
coenurus	[si'njurə;s] n.[动]共尾幼虫
coenzyme	[kə;u'enzaim] n.[生化]辅酶
coequal	[,kə;u'i:kwə;l] adj.同等的,同等权利的n.同等,同权
coerce	[kə;u'ə;:s] vt.强制,强迫
coercible	[kə;u'ə;:sibl] adj.可强迫的,可威压的
coercion	[kə;u'ə;:ʃ;ə;n] n.强迫,威压,高压政治
coercive	[kə;u'ə;:siv] adj.强制的,强迫的
coetaneous	[,kə;ui'teiniə;s] adj.同时代的
coeternal	[,kə;ui'tə;:nə;l] adj.同为永远的,永远共存的
coeval	[kə;u'i:və;l] adj.同时代的n.同时代的人
coevality	n.同时代
coexist	['kə;uig'zist] vi.共存
coexistence	['kə;uig'zistə;ns] n.共存
coextensive	['kə;uiks'tensiv] adj.扩及同空间的,伸及同时间的,同延的
coffee	['kɔ;fi] n.咖啡,咖啡树,咖啡茶,咖啡豆,咖啡色
coffeepot	['kɔ;fipɔ;t] n.咖啡壶
coffer	['kɔ;fə;] n.保险箱
cofferdam	['kɔ;fə;dæ;m] n.围堰
coffin	['kɔ;fin] n.棺材
coffle	['kɔ;fl] n.(连锁着的)一列奴隶或兽类
coffret	小保险箱
cog	[kɔ;g] n.[机]嵌齿,小船vt.上齿轮,欺骗
cogency	['kə;udʒ;ə;nsi] n.力量,中肯,肯切
cogent	['kə;udʒ;ə;nt] adj.强有力的,使人信服的,使人首肯的,恰
cogitable	['kɔ;dʒ;itə;bl] adj.可以思考的,可做思考题目的
cogitate	['kɔ;dʒ;iteit] v.思考,考虑
cogitation	[,kɔ;dʒ;i'teiʃ;ə;n] n.沉思,思考
cogitative	['kɔ;dʒ;itə;tiv] adj.深思熟虑的,有思考力的
cognac	['kə;unjæ;k] n.白兰地酒的一种(产于法国的Cognac)
cognate	['kɔ;g,neit] adj.同词源的，同类的
cognation	[kɔ;g'neiʃ;ə;n] n.同族,血亲,血族关系
cognition	[kɔ;g'niʃ;ə;n] n.认识
cognitive	['kɔ;gnitiv] adj.认知的,认识的,有感知的
cognizable	['kɔ;gnizə;bl] adj.可辨识的,可以审理的
cognizance	['kɔ;gnizə;ns] n.认识,审理,认定
cognizant	['kɔ;gnizə;nt] adj.认知的
cognize	[kɔ;g'naiz] vt.认知,认识
cognomen	[kɔ;g'nə;umen] n.(古罗马人的)姓,名字(尤指绰号)
cognoscente	[,kɔ;njə;u'ʃ;enti] 行家
cognoscible	[kɔ;g'nɔ;sibl] adj.可以认识到的
cogon	[kə;u'gə;un] n.白茅属植物(产于菲律宾群岛)
cogwheel	['kɔ;ghwi:l] n.钝齿轮,木齿铁轮
cohabit	[kə;u'hæ;bit] vi.(男女)同居(尤指未婚而同居者)
cohabitant	[kə;u'hæ;bitə;nt] n.同居者
cohabitation	[,kə;uhæ;bi'teiʃ;ə;n] n.同居,同居生活
coheir	['kə;u'ɛ;ə;] n.共同继承人
cohere	[kə;u'hiə;] vi.粘着,凝结,紧凑
coherence	[kə;u'hiə;rə;ns] n.一致
coherent	[kə;u'hiə;rə;nt] adj.粘在一起的,一致的,连贯的
coherently	[kə;u'hiə;rə;ntli] 粘着
coherer	[kə;u'hiə;rə;] n.[电工]金属,粉末检波器
cohesion	[kə;u'hi:ʒ;ə;n] n.结合,凝聚,[物理]内聚力
cohesive	[kə;u'hi:siv] adj.粘着的
cohort	['kə;uhɔ;:t] n.军队,步兵大队,一群
cohorts	n.军团
cohosh	['kə;uhɔ;ʃ;] n.[植]总状升麻,类叶升麻(有毒,可供医用),
coif	[kɔ;if] n.头巾vt.盖以头巾,戴紧帽
coiffeur	[kwɑ;:'fə;:] n.（为女子做头发的）理发师
coiffure	[kwɑ;:'fjuə;] 以头饰戴的
coign	[kɔ;in] n.突出之角,隅石
coil	[kɔ;il] v.盘绕,卷
coin	[kɔ;in] n.硬币vt.铸造(硬币)
coinage	['kɔ;inidʒ;] n.造币,货币制度,创造,新造的字及其语等
coincide	[,kə;uin'said] vi.一致,符合
coincidence	[kə;u'insidə;ns] n.一致,相合,同时发生或同时存在(尤指偶然)的事
coincident	[kə;u'insidə;nt] adj.一致的,符合的,巧合的
coincidental	[kə;u,insi'dentl] adj.一致的,符合的,巧合的
coincidentally	[kə;u,insə;'dentli] 
coinsurance	[,kə;uin'ʃ;uə;rə;ns] n.共同保险
coinsure	[,kə;uin'ʃ;uə;] v.共同保险,共同担保
coir	[kɔ;iə;] n.椰子壳的纤维
coital	['kə;uitl] adj.性交的
coition	[kə;u'iʃ;ə;n] n.交媾,性交
coitus	['kə;uitə;s] n.<拉>(尤指人类的)交媾,性交
coke	[kə;uk] n.可乐,焦炭v.(使)成焦炭
col	[kɔ;l] n.关口,峡路,关隘
cola	['kə;ulə;] n.可乐树(其子含咖啡碱),可乐类饮料
colander	['kʌ;lə;ndə;] n.滤器,漏锅
colatitude	[kə;u'læ;titju:d] n.余纬度
colcannon	[kɔ;l'kæ;nə;n] n.爱尔兰菜肴的一种,马铃薯卷心菜泥
colchicine	['kɔ;ltʃ;ə;si:n] n.秋水仙碱(用番红花作原料而制成的植物盐
colchicum	['kɔ;ltʃ;ikə;m] n.秋水仙,秋水仙制成的麻药
colcothar	['kɔ;lkɔ;θ;ə;] n.[化]铁丹
cold	[kə;uld] n.寒冷,[物]零下温度,伤风,感冒adj.寒冷的,使人战栗的,冷淡的,不热情的,失去知觉的
cold-blooded	['kə;uld'blʌ;did] 冷漠
coldish	adj.微冷的
coldly	['kə;uldli] adv.冷淡地
coldness	['kə;uldnis] n.寒冷,冷淡
cole	[kə;ul] n.油菜,小菜
colemanite	['kə;ulmə;nait] n.[矿]硬硼酸钙石
coleoptile	[,kə;uli'ɔ;ptil] n.[植]胚芽鞘
coleorhiza	[,kə;uliə;'raizə;] n.[植]胚根鞘
coleslaw	['kə;ulslɔ;:] n.凉拌卷心菜
coleus	['kə;uliə;s] n.薄荷科植物,锦紫苏
colewort	['kə;ul,wə;:t] n.[植]芸苔属,海甘蓝属
colic	['kɔ;lik] n.[医]绞痛,疝痛,疝气
colicroot	['kɔ;lik,ru:t] n.[植]腹痛根,各种可用以治腹痛植物
colicweed	n.[植]荷包牡丹
coliform	['kɔ;lifɔ;:m] [生物]n.大肠菌adj.象大肠菌的
colin	['kɔ;lin] [动]鹑
coliseum	[,kɔ;li'siə;m] n.大体育馆,大剧场,大公共娱乐场
colitis	[kə;u'laitis] n.[医]大肠炎
collaborate	[kə;'læ;bə;,reit] vi.合作,通敌
collaboration	[kə;,læ;bə;'reiʃ;ə;n] n.协作,通敌
collaborationism	[kə;,læ;bə;'reiʃ;ə;nizə;m] n.通敌,卖国
collaborative	[kə;'læ;bə;rə;tiv] adj.合作的,协作的,协力完成的
collaborator	[kə;'læ;bə;,reitə;] n.合作者
collage	[kə;'lɑ;:ʒ;] n.抽象拚贴画(用报纸、布、压平的花等碎片
collagen	['kɔ;lə;dʒ;ə;n] n.胶原质
collapse	[kə;'læ;ps] n.倒塌,崩溃,失败,虚脱vi.倒塌,崩溃,瓦解,失败,病倒
collapsible	[kə;'læ;psə;bl] adj.衣领,颈饰,(马等的)颈圈,脖围,[机械]轴环vt.扭住衣领,<俗>拿走
collapsing	[kə;'læ;ps] 压扁［平］，毁坏，断裂
collar	['kɔ;lə;] 抓住...的领口［头颈］；给（衣服）上衣领
collarbone	['kɔ;lə;bə;un] n.[解]锁骨
collard	['kɔ;lə;d] n.[植]羽衣甘蓝,羽衣甘蓝叶(作蔬菜用)
collarless	['kɔ;lə;lis] adj.无领的,无马轭(或颈圈)的
collate	[kɔ;'leit] v.比较
collateral	[kə;'læ;tə;rə;l] adj.间接的
collation	[kɔ;'leiʃ;ə;n] n.校勘,整理
collator	[kɔ;'leitə;] n.校对机
colleague	['kɔ;li:g] n.同事,同僚
collect	[kə;'lekt] v.收集,聚集,集中,搜集adj.由收件人付
collectanea	[,kɔ;lek'teinjə;] n.文选,选集
collected	[kə;'lektid] adj.收集成的,冷静的,镇定的
collection	[kə;'lekʃ;ə;n] n.收藏,征收,搜集品,捐款
collective	[kə;'lektiv] adj.集体的n.集体
collectivism	[kə;'lektivizə;m] n.集体主义
collectivity	[,kɔ;lek'tiviti] n.全体,集体,总体
collectivize	[kə;'lektivaiz] vt.使之成为共同的,集体化,集团化
collector	[kə;'lektə;] n.收藏家,征收者
colleen	['kɔ;li:n] n.<爱尔兰>少女,姑娘(=girl)
college	['kɔ;lidʒ;] n.(综合大学中的)学院,(独立的)学院,<美>大学,<英>公学,书院,高等专科学院,大学,学会
collegial	[kə;'li:dʒ;iə;l] adj.大学(学生),大学之组织的
collegian	[kə;'li:dʒ;jə;n] n.学院的一员,学院的学生
collegiate	[kə;'li:dʒ;iit] adj.学院的
collegium	[kə;'li:dʒ;iə;m] n.执行管理委员会
collenchyma	[kə;'leŋ;kimə;] n.厚角组织
collet	['kɔ;lit] n.宝石座,[机]筒夹,夹头vt.镶进底座,装
collide	[kə;'laid] vi.碰撞,抵触
collie	['kɔ;li] n.[动]牧羊狗(一种高大聪敏长毛的牧羊狗)
collier	['kɔ;liə;] n.矿工,运煤船,煤船员
colliery	['kɔ;ljə;ri] n.煤矿
colligate	['kɔ;ligeit] vt.捆绑,束,综合
colligation	[kɔ;li'geiʃ;ə;n] n.捆绑,缚束,结束,综合
collimate	['kɔ;limeit] v.校准
collimation	[kɔ;li'meiʃ;ə;n] n.瞄准
collimator	n.瞄准仪
collinear	[kɔ;'linjə;] adj.在同一直线上的,同线的
collins	['kɔ;linz] 冰镇果汁酒（鸡尾酒的一种）
collinsia	[kə;'linziə;] n.[植]寇林希属草(产于北美)
collision	[kə;'liʒ;ə;n] n.碰撞,冲突
collisional	adj.有碰撞痕迹的碰撞引起的
collocate	['kɔ;lə;keit] v.配置
collocation	[,kɔ;lə;'keiʃ;ə;n] n.排列,配置,词的搭配
collodion	[kə;'lə;udiə;n] n.火棉胶(药品名)
collogue	[kə;'lə;ug] vi.畅谈,密议,密谈
colloid	['kɔ;lɔ;id] n.胶体adj.胶体的
collop	['kɔ;lə;p] n.小肉片,薄肉片,皮肤的皱摺
colloquia	[kə;'lə;ukwiə;] n.座谈会(colloquium的复数)
colloquial	[kə;'lə;ukwiə;l] adj.口语的,通俗的
colloquialism	[kə;'lə;ukwiə;lizə;m] n.俗话,白话,口语
colloquially	[kə;'lə;ukwiə;li] adv.用白话,用通俗语
colloquist	['kɔ;lə;kwist] n.会谈者,对谈者
colloquium	[kə;'lə;ukwiə;m] n.学术讨论会
colloquy	['kɔ;lə;kwi] n.谈话,会话,以对话体写的文章
collotype	['kɔ;lə;utaip] n.[印]珂罗版
collude	[kə;'lu:d] vi.串通,勾结,共谋
collusion	[kə;'lu:ʒ;ə;n] n.共谋,勾结
collusive	[kə;'lu:siv] adj.共谋的
colluvial	[kə;'lu:viə;l] adj.塌积的
colluvium	[kə;'lu:viə;m] n.[地质]崩积层
colly	煤灰；锅灰
collyrium	[kə;'liriə;m] n.洗眼剂
collywobbles	['kɔ;li,wɔ;blz] n.<俗>肚子疼
cologne	[kə;'lə;un] n.科隆香水,古龙香人,科隆(或古龙)香锭(或
colon	['kə;ulə;n] n.冒号
colonel	['kə;:nə;l] n.陆军上校,团长
colonelcy	['kə;:nlsi] n.陆军上校的身份或地位
colonial	[kə;'lə;unjə;l] adj.殖民的,殖民地的n.殖民地居民
colonialism	[kə;'lə;unjə;lizə;m] n.殖民主义
colonialist	[kə;'lə;unjə;list] n.殖民主义者奉行殖民主义的国家
colonise	['kɔ;lə;,naiz] v.<主英>=colonize
colonist	['kɔ;lə;nist] n.殖民地居民,殖民者
colonization	[,kɔ;lə;ni'zeiʃ;ə;n] n.殖民地化,殖民
colonize	['kɔ;lə;naiz] vt.拓殖,殖民
colonnade	['kɔ;lə;'neid] n.柱廊
colonnaded	['kɔ;lə;'neidid] adj.有列柱的,有柱廊的
colony	['kɔ;lə;ni] n.殖民地,侨民,(聚居的)一群同业,一批同
colophon	['kɔ;lə;fə;n] n.书籍的末页,版本记录
colophony	n.树脂,松香
color	['kʌ;lə;] n.<美>(=colour)颜色,色彩,脸色,风格,
colorable	['kʌ;lə;rə;bl] adj.可着色的,似是而非的
coloration	[,kʌ;lə;'reiʃ;ə;n] n.染色,着色
coloratura	[,kʌ;lə;rə;'tjurə;] n.(有装饰技巧的)花腔女高音adj.花腔音的
colored	['kʌ;lə;d] adj.(指人种)有色的
colorfast	['kʌ;lə;,fɑ;:st] adj.不褪色的
colorful	['kʌ;lə;fə;l] adj.华美的,色彩的,有趣的
colorific	[,kʌ;lə;'rifik] adj.产生颜色的,给予颜色的,色彩的
colorimeter	[,kʌ;lə;'rimə;tə;] n.色度计,色量计
coloring	['kʌ;lə;riŋ;] 色彩
colorist	['kʌ;lə;rist] n.善用色彩者,五彩画家
colorless	['kʌ;lə;lis] adj.无色的,无趣味的
colorlessness	
colossal	[kə;'lɔ;sl] adj.巨大的,庞大的
colossus	[kə;'lɔ;sə;s] n.巨像,巨人
colostomy	[kə;'lɔ;stə;mi] n.[医]结肠造口术
colostrum	[kə;'lɔ;strə;m] n.初乳(生产前后数日所分泌的乳)
colour	['kʌ;lə;] n.<英>(=color)颜色,气色,风格,外貌vt.
coloured	adj.有彩色的,有色的
colourful	adj.富色彩的,华美的
colouring	n.色彩(美作：coloring)
colourless	adj.无色的,乏味的
colportage	['kɔ;l,pɔ;:tidʒ;] n.宗教书籍的贩卖
colporteur	['kɔ;l,pɔ;:tə;] n.卖宗教书小贩,叫卖圣经的小贩
colt	[kə;ult] n.小马,无经验的年轻人vt.用绳抽打
colter	['kə;ultə;] n.犁刀,犁头
coltish	['kə;ultiʃ;] adj.轻佻的,不受拘束的,小马似的
coltsfoot	['kə;ults,fut] n.款冬
colubrid	['kɔ;ljubrid] n.无毒蛇类adj.无毒蛇的
colubrine	['kɔ;ljubrain] adj.蛇的,蛇似的
colugo	[kə;'lu:gə;u] n.[动]猫猴
columbarium	[,kɔ;lə;m'beriə;m] n.骨灰安置所
columbine	['kɔ;lə;mbain] adj.鸽的,鸽似的,鸽色的n.耧斗菜
columbium	[kə;'lʌ;mbiə;m] n.[化]铌
columella	[,kɔ;lju'melə;] n.螺的轴柱,壳轴,小柱
column	['kɔ;lə;m] n.圆柱,柱壮物,专栏,纵队
columniation	[kə;,lʌ;mni'eiʃ;ə;n] n.列柱法,柱列,柱
columnist	['kɔ;lə;mnist] n.专栏作家
colza	['kɔ;lzə;] n.菜种,菜子
coma	['kə;umə;] n.昏迷
comate	['kə;umeit] n.伙伴adj.有毛的,多毛的
comatose	['kə;umə;tə;us] adj.昏迷的
comatulid	[kə;'mæ;tʃ;ə;lid] n.[动]放射状海百合,海羊齿
comb	[kə;um] n.梳子,梳,鸡冠,蜂巢vi.梳(发),搜索
combat	['kɔ;mbə;t] n.战斗,格斗v.战斗,搏斗,抗击
combatant	['kɔ;mbə;tə;nt] n.战士,战斗员adj.战斗的
combative	['kə;mbə;tiv] adj.好战的,杀气的,好斗的
combativeness	[kə;m'bæ;tivnis] 
combe	[ku:m] (=coomb)n.(三面皆山的)深陷的深谷,狭谷
comber	['kə;umə;] n.梳者,[纺]梳机,<美>卷浪,拍岸浪
combination	[,kɔ;mbi'neiʃ;ə;n] n.结合,联合,合并,化合,化合物
combinative	['kɔ;mbinə;tiv] adj.结合的,可组合的,有结合力的
combinatorial	[,kɔ;mbinə;'tɔ;:riə;l] adj.组合的
combine	[kə;m'bain] v.(使)联合,(使)结合n.联合企业,联合收
combined	[kə;m'baind] adj.组合的,结合的
combing	['kə;umiŋ;] n.梳毛,梳弃的毛或发
combo	['kɔ;mbə;u] n.结合物,联合体,社团,小型爵士乐团
combust	v.消耗,燃烧
combustible	[kə;m'bʌ;stə;bl] adj.易燃的
combustion	[kə;m'bʌ;stʃ;ə;n] n.燃烧
combustive	易［可］燃的
combustor	n.喷射引擎之燃烧室
come	[kʌ;m] vi.来,来临,到达,出现,来(自),出生(于),开始int.嗨!vbl.来,到达,合计为
comeback	['kʌ;m,bæ;k] n.恢复,复原
comedian	[kə;'mi:diə;n] n.喜剧演员
comedic	[kə;'mi:dik] adj.喜剧的
comedienne	[kə;,medi'en] n.喜剧女演员
comedo	['kɔ;midə;u] n.(黑头)粉刺
comedown	['kʌ;m,daun] n.衰落,丧失
comedy	['kɔ;midi] n.喜剧,喜剧性的事情
comeliness	['kʌ;mlinis] n.漂亮的，好看的
comely	['kʌ;mli] adj.清秀的,标致的
comer	['kʌ;mə;] n.来者,新来者,有希望者
comestible	[kə;'mestibl] adj.可吃的n.食物
comet	['kɔ;mit] n.彗星
comeuppance	[kʌ;m'ʌ;pə;ns] n.应得的惩罚,因果报应
comfit	['kʌ;mfit] n.糖果,酒馅的巧克力
comfort	['kʌ;mfə;t] n.安慰,舒适,安慰者vt.安慰,使(痛苦等)
comfortable	['kʌ;mfə;tə;bl] adj.舒适的
comfortably	['kʌ;mfə;tə;bli] adv.安乐地,舒适地,充裕地
comforter	['kʌ;mfə;tə;] n.慰问者,安慰者,羊毛围巾
comforting	['kʌ;mfə;tiŋ;] 安慰的；令人鼓舞的
comfrey	['kʌ;mfri] n.紫草科植物
comfy	['kʌ;mfi] adj.舒服的,轻松的
comic	['kɔ;mik] n.滑稽演员adj.滑稽的,喜剧的
comical	['kɔ;mikə;l] adj.好笑的,滑稽的
comicality	[,kɔ;mi'kæ;liti] n.滑稽性,诙谐的事
coming	['kʌ;miŋ;] n.来达adj.就要来的,将来的,大有前途的
comitia	[kə;'miʃ;iə;] n.(古罗马)议会或国民会议
comity	['kɔ;miti] n.礼让,礼仪,团结,联合
comma	['kɔ;mə;] n.逗点,逗号
command	[kə;'mɑ;:nd] n.命令,掌握,司令部v.命令,指挥,克制,支配,博得,俯临
commandant	[,kɔ;mə;n'dæ;nt] n.司令官
commandeer	[,kɔ;mə;n'diə;] vt.征募,霸占
commander	[kə;'mɑ;:ndə;] n.司令官,指挥官
commandery	n.骑士团管理地,会所
commanding	[kə;'mɑ;:ndiŋ;] adj.指挥的,居高临下的，发号施令的
commandment	[kə;'mɑ;:ndmə;nt] n.戒律
commando	[kə;'mɑ;:ndə;u] n.突击队,水陆装备突击队
commemorable	[kə;'memə;rə;bl] adj.该记住的,值得纪念的
commemorate	[kə;'memə;reit] vt.纪念
commemoration	[kə;,memə;'reiʃ;ə;n] n.纪念,纪念会
commemorative	[kə;'memə;rə;tiv] adj.纪念的
commence	[kə;'mens] v.开始,着手
commencement	[kə;'mensmə;nt] n.开始，(大学的)毕业典礼
commend	[kə;'mend] vt.称赞,表扬,推荐,委托,吸引
commendable	[kə;'mendə;bl] adj.值得称赞的
